tweet_id,sentiment,content
1957008287,3,Spent last night A & amp ; E ( ER ) . Wife tangled wheels Daughter & amp ; hit deck . Dislocation & amp ; fracture resulted .
1957008292,3,@ TheLastDoctor 9 days I 'm ready visit Torchwood see 've heard anything
1957008498,2,Too bad Red Devils .. disappointing say least
1957008802,2,"@ xdjio Have 3ware 9650SE , fast enough 3x X25-M SSD RAID5 . 800Mhz IOP HPT . Might try Adaptec 5405 ( 1.2Ghz ) ."
1957009454,3,"Ate Mandy , please forgive . I really sorry . I n't wan na lose Bff"
1957010072,3,plane tickets expensive
1957010415,3,Needs job BADLY ! ! !
1957011291,2,@ AlexanderGWhite daaammmnnnnn I wish I .
1957011738,3,Went Di Bella coffee roasters today asked job ... The person I needed speak holiday ... # fb
1957012476,2,@ yuki_hime I played latter parts voodoo village part co-op I lost usual partner
1957012769,2,bad friend
1957013804,1,@ bobbyedner missed game
1957013885,2,"@ moggy99 No internet last night ; ER brill , massive explosion end nearby gas works ER standby"
1957013896,2,@ lenje - Still pity comes lamb though
1957014267,2,@ bloomsday16 I 'm sorry hear . Here optimist : Things get better . For us .
1957015719,3,people house know close doors
1957016339,3,@ munchkinhugs I n't like possibility left side brain hurting thing called VP shunt possible death
1957016697,2,Had cancel wow
1957016818,3,wants make music profile n't money n't know write music n't know play instrument studio
1957017164,2,@ fairyfroggie But yeah ... I 'm sad & quot ; Ravenclaw & quot ; account . I love account bits .
1957017177,3,"It 's 1:15 AM , I hear helicopter flying house . That 's kind weird . In news , headache back . BOOOOO ."
1957017320,3,@ __sugar oh always ; ) & lt ; 3
1957017522,0,"took math test today . The day test , teacher says bring calculator . Luke confident . Teacher decided calcs ."
1957017595,0,"omg , concert awesome , madrigals gave chills almost every piece ... brooks also called alumni , didnt get go"
1957018061,2,Up late nothin 2 .....
1957018162,3,think vog making sicker think . feeling slightly achy
1957019034,3,homework sux big time maths worst ! ! ! ! ! !
1957019556,2,sometimes wish things could go back way beginning last summer
1957019715,3,"I downloaded new twitterfon update thinking fixing typing problem new tweets , , n't"
1957020180,2,"@ kateisbored I feel way , I guess matter always memes ."
1957020385,0,"I Can ` 30 minutes Treadmill done 30 minutes today already , gon na 20 minutes"
1957020390,3,'m sooooooooooooo confused
1957020624,3,"Work day 7 7 ,"
1957020702,0,Chillin roomies . Ca n't wait zombie CLWN CR . Its gon na 6-8 weeks
1957021039,3,"@ SuperJerry No refunds retrieve accounts , takes like week . Just hoping thief n't use hacks 's permaban"
1957021305,2,Cute Malay girl came seemy room rent - sadly think guyfreind bit misleading disappointing LOL
1957022610,3,super keen drive home rain .. additional concentration required n't really wan na deal
1957023133,3,"transport church wont making , im crushed . Oh well , time assignments I suppose . My throat really hurts ..."
1957024334,3,@ seemouserun I tried jumping without trampoline like thud * thud * n't eaten cookie . http : //myloc.me/1XIz
1957025428,2,"Everytime I send email coach , I feel need practice . shitty balls . Lol"
1957026475,2,It 's pissing letting follow ericka
1957027495,2,Is going sleep peaceful wanted hear say Good Night n't happen Good Night everyone ....
1957027630,2,mums trying make feel ebtter stopping voting adn winning shortstack . almost cried .
1957028775,3,I forgot live Jonas Brothers Facebook
1957028895,2,I n't seen Muffin two whole days !
1957029111,2,@ YumiFujii 'll miss y'all back ... give @ LesleyBoudy regards ...
1957029641,3,"I admit , I 'm bit bummed I n't friends walking today ...."
1957030196,3,twitter hacked
1957030545,2,Just found mj mouse flats DJs . Of course none left size
1957031520,3,"@ jmoriarty I n't even want know WHY know VHEMT , n't go - 'd miss"
1957032228,2,@ xoshayzers knoww things wo n't samee & lt ; /3
1957032539,3,"OMG-ness 's 11:18 pm I need beup early set garage sale starts 8am , wish I said 9am . I 'm beat ."
1957033043,0,@ vinylvickxen kno doooo ! ! ! ! ! ! ! ! ! ! yall partyin
1957033103,3,"Okay , twitter suddenly changed , I respond messages"
1957033558,3,Decided matter good hair looks curly n't justify burn I get curler ! My hands covered I suck !
1957033776,2,Going sleep . Gon na fall asleep playing apps . Tmrw going suck
1957033901,3,sprained ankle like really badly tore stuffs . hurts ! birthday weekend
1957034202,2,I ca n't believe Metal Gear Solid song stolen I 'm disappointed http : //bit.ly/YKkSu
1957034566,2,@ MacZombieRawr I wish I Left 4 Dead . But first I 'd need something play ...
1957035564,0,I spilled beer leg . Wasted half beer . Home . I met cute girl . Good conversation .
1957038324,2,teeth head hurts
1957038398,2,I HATE rob zombie movies . & amp ; smell weed . Vommmm .
1957038477,3,Hope I get job cuz need apartment . I 'm drunk & amp ; miss lil punkin TEHE ! ! !
1957038763,3,got home ! wanting read last chaper breaking dawn cause dont want beover
1957038970,3,I need held ... Gnite .
1957039203,3,"Hanging sam , billy , veronica . going school tomorrow take sam body shops . Dang car accidents"
1957039456,2,arrested development . sad .
1957039894,2,omg keep losing followers sad want 90 one day .... thats goal ; D
1957039922,2,I feel deflated . No doggy .
1957039947,3,@ blood_rain wan na see hair hows everyone ?
1957040172,2,"I empty trash mac . one THE MOST DIFFICULT things I ever done life . 8,000 pictures GONE ."
1957040395,2,im contacting PAWS Philippines find & quot ; tiger & quot ; new owner . im sad . love dog soo much
1957040988,2,got home ! wanting read last chaper breaking dawn cause dont want
1957041569,3,Aww ... Pray arroyo family everyone !
1957041745,2,Fuuudge . Movie store closed
1957041767,2,ALO sad quiet empty tonight
1957041856,3,@ wuzzyangel You never answered DM I sent .... I need info ...
1957042008,3,Am trying get pilot first season friday night lights . Oh gosh Pass tissue ...
1957042316,2,@ Mona26 Aw headed ? cancelled trip Aussie
1957042474,3,I cystic lacrimal infectection ? ? eye face swollen hurts ! !
1957042509,3,@ jose3030 I n't think anyone caught
1957043226,2,Sad Christian Lacroix file bankruptcy
1957043241,2,I dont feel good AT ALL . fuckkk
1957044680,3,looks like 'll never go zoo
1957044694,3,@ djvinceadams Ohh poor girl I 'll email ... I relying October Mr ! !
1957044789,3,@ Moss1982 bad times ?
1957045395,2,Have go dreaded DMV tomorrow
1957045692,0,english class ! working interactive orals
1957045940,3,@ SharonHayes Thank rec n't work
1957046090,3,My puppy Gizmo h8s .. haha . He still growls @ . I always look back @ long pruple scar fingie
1957046631,3,I n't know ima work tomorrow wit body dis sore ugh
1957047569,3,I 'm feeling pressure head always kicks nasty headache . I 'm looking forward .
1957047571,2,Taylor Swift Joe Jonas looked really good together . I 'm kinda sad broke .
1957047787,3,I 'm suppose turn sentence outline research paper within hour online neck hurts .
1957047828,3,"Lady across way miscarriage , say prayer"
1957048027,2,God I want sleep .
1957048870,3,I feel deflated . No doggy .
1957049167,2,Found book . Starting real paper-bound journal tonight . Have annoying zit lip . Makes look like I herpes
1957050684,3,feeling bad got bad news Mum
1957050747,2,@ RealBlackWidow But I dun wan na
1957050890,2,@ imjustlalayone damn girl I 'm ya got ta let know I get kit together & amp ; I got flyer Any next weekend ? I & quot ; M DOWN !
1957051517,2,"@ JustinOdom dbl booooooo sick , flippin blows ! ... bahaha kno dont many friends either . feel lame haha"
1957052409,3,n't feel like working I think I tweet often !
1957052932,2,feels sick stomach idkk whyy
1957053170,3,vineri ... nimic special sau probabil un alt weekend pierdut ...
1957053566,2,"@ hello_jodie Um , I thrown @ JareWolf 's van yesterday taken ER"
1957055178,3,"got final table , .... went third . Do n't think I 'll getting free seat"
1957055981,0,FB boring wan na sing RIGHT NOW .. ! * - *
1957056027,2,@ judyrey The link n't work
1957056896,3,The humpalow um ya I think ... Cell dying
1957057026,3,Last day work ... Sick bone
1957057469,3,feel like I 'm house arrest .
1957058219,3,@ cosmiclagoon Did know shortage shells crabs use beach due beach combers ? It sad
1957058504,0,@ celldweller Must ... ... new music ... I wo n't sleep give us Chapter 1 ... I might die first though ... Hurry !
1957059348,2,stupid tooooth hurts
1957059587,1,@ neyoofficial : love song & quot ; together & quot ; . 's & quot ; & quot ; song ... well think 's still
1957059917,2,@ turnitgrey computers broken I broke laptop I use phone ahh still cause fucked order .
1957060439,3,It 's sad economy . Just heard another friend losing job . sad . But reminder ...
1957061418,3,@ jarekpastor I 'm starting feel really panicky anxious something bad happened cos seems like 's ages
1957061527,3,dog ran awayyy
1957062262,3,"I 'm back . top molar extracted swollen face , numb . But toothache sinus pain ."
1957062676,3,anyone know good rap songs ? need make rap/fun cd idea helllllpppp
1957062698,1,I want go Peru summer ahhhhhhh ! Hopefully ! Yesyesyes ! I miss ! ! !
1957062827,2,I 'm awake . Anybody else awake ? Wish I lived US since fun happens I 'm asleep !
1957063845,2,@ Penguin_J heehee . love ! tired .
1957064177,3,mobile phone refuses charge ! ! either battery broken chargerrr ( booooo
1957064253,3,@ Kirsten613 oh wish would get sign something send let call meet something
1957064566,3,"@ kimberly625 hmmm , I thought u sleeping ! ! Too bad I ca n't see videos tomorrow night ."
1957064575,2,"Morning everyone sorry going early last night bad news , felt totally crap Today new day"
1957064908,2,"I wish parents put Chinese school I younger . Then , 'll much easier get job ..."
1957066120,3,@ charloro jealous looks like schindler 's list toronto
1957067988,2,@ joiskol room makes sad .
1957068229,3,"Nearly fell asleep , jolted bed massive panic attack I 'm sure I sleep ."
1957068880,2,@ CocktailChic oh f * ck ! I completely forgot Thirsty Thursday ! oh . . gaga . sucks
1957069453,2,"one people wrong , world blames people , great world living ! Shit !"
1957070534,2,@ meljachin : eww . dislike
1957070786,3,Tactical mistake : going city library buying milk . Who knew ? OUCH OUCH OUCH . Maybe good thing I n't try uni .
1957071331,2,"@ SuzyDunkley sorry bout cat ,"
1957072308,3,stomach feels like 's touching ground .. 'm SO full
1957072400,1,Pug woke incredible sleep !
1957072637,1,@ ddlovato ` wait hear new album . ` sure amazing.please replay love much ! ! ! !
1957072682,3,Sooo much work little time
1957072896,2,missed iron chef
1957073073,2,@ thevowel DS version sucks
1957073201,2,bad day
1957073984,3,"Ugh , internet !"
1957074214,3,feeling giddy wan na go home .
1957074977,3,Up packing . Its last day youth camp
1957075229,3,Somebody please save polar bears !
1957075268,0,@ PandaMayhem noooooooooooo look lot pictures lol lol
1957075457,3,It come attention 16yo friend I 've recently gained TON weight . He n't know .
1957075557,3,guess im staying home tonight ... movie-ing
1957076048,2,went cd store search cd . But
1957076214,3,@ BuzzEdition reminds weather month ago horrible I hope well hugs
1957076433,2,I miss mom .. & quot ; May angels lead & quot ;
1957076450,1,'s really android twitter app Tweetie 's calibre
1957077552,2,@ chocolovere feel way every day
1957077564,2,Ca n't sleep . Sucks . The one day sleep get go shopping mom . Ugh .
1957078157,2,Sleppytime . Really missing godfather right . Love Wayne
1957078740,2,So headache right sucks
1957079130,3,@ JayDz hope ya sleepin well guys still
1957079403,2,"@ jwray12 Lakers , baby Lakers ! ! I 'll miss game tmwr . I work 'll keep posted please"
1957079496,2,"comfort food day : pan mee . though , didnt taste good .."
1957079533,3,damn drunk hot sucks
1957079568,2,misses baby .
1957079622,3,sleeping paperwork .
1957079972,3,Showered ice-cold water . Sweating . Means one thing : I 'm sick
1957080150,3,"midnight cry .. wish person I wanted , wanted right"
1957080579,2,I 'm poorly ca n't sleep
1957080963,3,Went pole class . Feeling discouraged . I hopeless cones dancing sexy moves spreading legs .
1957081280,3,"@ RoasterBoy And poor , unfortunate souls n't appear pants ... ? http : //blip.fm/~78qvz"
1957081795,3,@ damohopo @ StephanieEllen If I told often I wash hair would never speak
1957082086,3,"Looks like another sleepless night dedicated homework . Sorry advance , Ms. Chapman ."
1957082503,3,@ jessicaduncan http : //twitpic.com/662vk - WHY DO U LOT MOCK ME ! ! !
1957082536,3,didnt say goodnight
1957082926,2,work tom .
1957083084,1,"The pics I uploaded baby pics cats . Missy adult pretty little kitty , Batty kitten heaven"
1957083616,2,today say goodbye second good friend week dmp least sun shinning I 'm definately NOT working pm
1957083910,3,@ Syo_of_the_dead I met stranger 10 min ago . He stalking store
1957084166,2,Sometimes things say hurt ones love unintentionally . And never ever take back fix .
1957084446,2,@ nickkk_ sucks !
1957084638,2,Having Fever dont feel work
1957084742,3,"Taking Horse Pills , hoping I get sleep tonight"
1957084945,2,missing @ MeLDiBiAsE ... 6 days ca n't pass quick enough
1957085211,2,"Working home today , back killing Doctor physio later today ."
1957086137,0,"@ ddlovato demi , say hi ` enough . replay please love much ! ! !"
1957086444,3,"Looks like 's going nice work today , annoying I choice"
1957087059,3,desperatly hoping dad takes vanessa 's game
1957087780,3,@ pb_and_jay hi ! Fuck job !
1957087793,2,Missing deeply
1957088179,0,"@ mrssunshine96 big ! ! ! Vanessa going 3 September , going fast ! hard cuz Im workin much , I miss alot"
1957088224,2,"@ Ravels sniff sniff take care ravels ! Hopefully 'll chatting soon . In mean time , I 'll HELLA miss ."
1957088574,3,Somebody please save polar bears !
1957088900,3,"My nose runny , head pounding , teeth hurt like bitch . MAN . @ - ) I feel awful . = ( ("
1957089208,2,I n't want leave ..
1957089465,0,"good lord , seen agency work upcoming Open Day . Money Jam"
1957090025,3,At Grove 'Drag Me Hell . ' I hope n't suck .
1957090285,3,@ NOLAevol feel like shit saying HAPPY BELATED BIRFDAYY .. 'm month late
1957090408,2,"@ KaliyahPjones lmao ... thats sad , kinda discourages 4rom goin shit 's wack"
1957090496,2,@ WillyNorthpole I wish I
1957090643,2,"I miss little Batty , 3 months old got sick , always fun full life & lt ; 3 Even end ..."
1957091327,2,morning ! I hate mornings . So offensive !
1957091372,2,bed bed bed @ samuelasanders never answer texts anymore ? I thought day sent one never heard back . Sad day
1957092017,2,@ brianshead waah . We 're longer peeps .
1957092623,2,@ angelica_yo LOL wow dawg n't sound like 're playing ! I feel bad haha
1957093069,0,My little foster kittens getting big ... chubba Winston going 2 b missed get amazing homes .
1957093185,3,hoping n't fail english . would sad
1957093471,3,Know would great ? For shoulder stop hurting I sleep normal . I want/need solid hours good sleep .
1957093920,2,@ MariusLT I 'm sorry bad driving experiences .
1957094323,2,Already misses @ CMontecillo
1957096302,3,I knew I 've worn SARS mask plane SoCal .. feeling beginnings sore throat
1957096324,2,Gutted bathroom still n't free- early work n't going happen . And I need loo !
1957097210,3,@ laurelexmachina awww I wish I could I 'm stuck jab eyes knitting needles
1957098732,3,"finished sewing night , uploading pictures slidebar beach . cant believe difficulties twitter !"
1957098844,2,thank @ ddlovato ( : cant wait ! ! ! ! ummm btw ima crash still sick
1957098983,2,"First work computer , home laptop fucked ."
1957099112,3,# liesgirlstell guy calls phone see number real ) ohh phone n't working . try tomorrow .
1957099375,3,# beer # friday # melbourne # cbd # mtub # mini # cmon Thirsty lonely ... buggers making feel like scotty mates
1957099717,3,@ debbylovespr I know . We came back 22 1st lose lead last 6 minutes .
1957099719,3,gosh ... summer vacation almost philippines .. kinda sad .. wonder section ?
1957099758,3,I 'm bummed I ca n't wear sweet Nike kicks work .
1957100044,3,@ Pickleybaby - twitter broken
1957100428,2,@ joek949 It 's depressing I 'm stuck inside day
1957100610,3,@ rachelasha I even saw news feeds archie website . But ca n't believe 'd choose veronica . I 'm disappointed
1957100791,2,hate sick . miss @ cynthiasheree @ lucyowns @ larilync
1957101953,0,Getting ready school - second maths test today also last day 3rd year ! ! Next week officially 4th year
1957102054,2,"Woke Up , I Wan na Stay In My bed"
1957102266,3,depressed n't included morcom gardens quiz facebook
1957102331,3,"@ dravenreborn yeah , still totally high 60s . soooo notlooking forward aug sept"
1957102464,2,Upsidedown tomato plants died !
1957102785,3,@ ashleypratt Oh come ! ! ! You get next week I get next week full exams !
1957103680,3,"@ vocabularies know , n't tell anyone dont know dad told famz yet . think 'm taking online ."
1957103831,2,@ ddlovato Caa n't Iht Be Earlier ? ICant Wait That Long . Ahar . ( :
1957103842,0,"Friday yay ! ! And bonus , n't drive Wales tonight . Athough miss kitten cuddles going ride"
1957103882,3,My children promised birthday brekkie bed . There 's problem 's bugger food house
1957104001,3,@ RDeRozario woops ! I realized DMs going
1957104948,2,@ prncsztalia hate ! ?
1957105755,2,http : //twitpic.com/663vr - Wanted visit animals late
1957106132,3,@ prime8507 PC I agree ... We problem . We must stop spending work ! ! !
1957106328,2,# jonaswebcast missed ! ! ! !
1957106916,2,So exhausted .. ca n't sleep . I n't like nights
1957107095,2,'m gon na miss live Comet action tomorrow ! go take care cousins n't access interwebz
1957108151,2,@ NothinButSin sorry hear .
1957108253,3,"Morning ; Sports day today , I three-legged race @ Weefeetfrankie ; Mr Pettigrew said I 'm aloud trip"
1957109281,2,Just found I ca n't drink bar ! Booo missing e1 palomino 's ! No cheers sad face
1957109545,3,Can sleep . 2+ hours tossing turning .
1957109983,3,Omg going die swine flu I go Melbourne
1957111072,2,finished whole box ice cream
1957111418,3,@ crispynoodles plus I deposited tax return cheque first time 7+ years n't clear immediately
1957111643,1,Photo : martwo : OMG love ! ! ! ! accadentally deleted photo yay hes SO beautiful http : //tumblr.com/xvd1wankt
1957111702,3,@ AshleighRyder I knooww & amp ; hot water bottle iss whangamata without . ahhhhh
1957112843,0,"Ok , shoe , club cool . Its fun , poppin except 4 ppl tryna dance wit"
1957112874,3,Holy crap ! It 's raining LA I n't jacket ! oh .
1957113231,3,"Wish I could attend E3 year . But small events like NBA Stanley Cup Finals keep getting way . Work , work , work ."
1957113346,0,"@ o0hemmy lol hi emmy , latin would help study aptitude tests get grad school ; \ thats wan na take"
1957113650,2,@ chrisontv88 btw I wimp
1957113844,3,Rejecting food substances .
1957114162,3,"@ bigyahu I trying interview Dr Paul Twomey , CEO ICANN . Phone issues cut interview 30 mins 15 ."
1957114575,2,@ queenbmakeup ca n't add myspace girly asks last name email
1957114904,3,@ meghanwong n't think take needle . watched horribly gory short film drugs months ago . 'm scarred life .
1957114960,2,I n't wan na go back work sleepy time .
1957115194,3,@ jprestonian It feels good .
1957115546,3,Thinking getting work
1957115997,3,I naughty girl tonight . dissappointed
1957116154,3,@ rbuerckner That 's better Missy 8 telling I The Biggest Loser
1957116289,2,http : //bit.ly/3W9w1 NOOOO ! goes Orlando ! OMG I 'm gon na CRY ! ! ! ! ! ! ! !
1957117458,1,"good time Rocking @ open mic , thanks 4 love n support . Now working Business plan presentation . No CG 2nite"
1957117968,2,"@ johnpopham Morning John , yes I , however I diary clash sadly ca n't attend !"
1957118155,2,I miss friend
1957118513,2,Yea saw really sad commercial
1957118612,2,Hmmm . Using TinyTwitter small non-touch screen really much fun
1957119780,1,"@ IkramShahnawaz Oh I love 'em , I think kind preservatives 're using stay & quot ; just-baked & quot ; kinda makes sick"
1957120282,3,@ elephantgravy new lens n't working . It worked bit gives fEE error
1957120549,2,Hates sleep alone
1957120823,3,"back school . almost weekend . oh wait , got ta work eight four tonight"
1957120981,2,I loved johnny carson I 'm going hate seeing jay leno go
1957121259,2,even though everyone wanted newish song teacher agreed : S old grumpy n't like us happy haha
1957121670,3,english essay ( r & amp ; j ... wtf ) done long time ago assigned last thursday
1957121753,3,@ Tiff_Tiff_Marie I think I much ....
1957121970,2,@ razitul ya . suffering whole day yesterday . met dentist feel bit better . still look like rocky balboa though
1957122083,3,@ GQbound I n't end really eating snacks . sigh
1957122777,3,@ Harishk : @ krist0ph3r @ saurabh sorry guys drop trip ... personal commitments ..
1957122923,2,I n't get callback play I cried ... oh well I guess 's back techie ..
1957123048,0,@ UniqueMakis Awesome ! Wish I could fly see
1957123281,2,@ lunafactor I kinda wish I went ! .. I ca n't fall asleep
1957123469,3,"At Rocky Cola Diner Whittier tonight teacher pal Mr. B , great time chatting one else came ..."
1957123747,1,"@ heresmyhello92 LOL , true . Maybe next year . I loooved siggy , I n't remember password mod thing Cake ?"
1957124014,3,ummm sooo yeh .... really hard concentrate rite wen weird # lupus feeling goin thro body
1957124073,3,@ charleyboorman http : //twitpic.com/65623 - OUCH ! ! That looks painful
1957125620,2,@ Dakshinamurti Not yet ... sorry
1957125747,3,All I want sit back & amp ; relax little . How difficult ? !
1957125791,3,@ zhenerak I thought I best friend ?
1957126750,2,FALL ASLEEP ON ME AGAIN But I know feels LOL . Drag Me To Hell tonight ! Quite excited
1957126765,3,god cant even catch public transport . swine flu shit house
1957126859,3,"Dad said trip UK cancelled , due da swine flu . Ooops ! Sorry abang ."
1957127234,1,Hahaha ! Alright ..
1957128448,0,someone take LA I NEED TO SEE THE LEMON TREE
1957128473,2,um ... I n't think text msgs & quot ; subject line & quot ; ... I fail
